xaxis,yaxis
0.47411111,13.92679701
2.491807974,19.122607
7.306626282,20.20389451
9.313611067,0.975314124
0.459860523,0.962548786
5.806306162,0.957357369
4.271136585,0.941171125
5.28712446,2.107748953
3.138116739,2.415888235
0.04793508,2.449051597
2.918761162,2.625276244
6.326876412,1.441345465
4.962966184,1.771065546
1.288207646,1.969722449
5.52323995,1.783233144
6.887212393,0.841040935
4.229149928,0.816054812
7.717807268,0.878135471
6.933716097,0.867845343
8.33921583,10.33366293
6.959379642,10.27423319
5.995184876,10.56927211
9.143707687,10.85543046
8.887877668,0.73337006
1.789168218,0.760922609
8.824000755,0.681184727
4.566493603,0.746895234
0.996391815,8.273068216
3.985784402,7.81735027
3.90016386,8.334872118
4.333268802,8.335786706
2.16873008,3.220672403
7.071148494,3.08670211
9.411747972,2.958833707
3.533355316,2.987182112
7.601183837,5.24374293
2.358614732,5.158593379
7.691819547,4.690094769
0.079921353,4.709849624
5.640291684,0.719800679
8.093986654,0.737248172
5.186470128,0.817267073
6.53060302,0.841915242
7.711418836,3.306029055
2.531481739,3.288268805
1.196600396,3.296763845
3.979478589,3.167952684
6.439229302,48.60161977
7.871707182,44.83640145
2.961990971,42.63907601
2.422708423,44.01892637
9.751960566,4.658143211
3.580229095,3.997649195
8.308839663,3.918410158
1.361947526,4.210560124
3.269197803,12.01913064
6.686186227,11.02611624
0.914678725,12.19843743
1.416712319,12.64732823
4.492228213,0.055661387
6.683344479,0.057430655
0.260990751,0.05735438
1.73772696,0.062874197
8.240341465,15.63931332
6.15747136,17.69022548
4.972993181,18.97762597
0.660413883,18.07245072
8.437856367,0.318940846
6.749679784,0.343430682
3.189042536,0.341750839
4.285152977,0.349548724
5.308998016,0.444968124
9.134372378,0.464873613
0.327799393,0.638487724
6.198815499,0.58833415
1.404233087,4.927577946
4.94896519,4.778242444
9.398938523,2.655230176
6.049186251,4.320161437
5.376160596,0.378784688
1.817533925,0.377551397
9.772404298,0.376333439
1.630643628,0.368304169
4.092174384,0.120200375
3.092445736,0.115584129
8.70061642,0.12570608
9.881478972,0.152044168
9.569399589,1.090169563
2.902852994,1.070009174
9.144133972,1.044537988
1.051581878,1.103998574
7.106551906,0.065850768
2.333575788,0.063880736
3.37991488,0.06391226
8.055847186,0.05870688
1.03577501,7.058387624
1.105868786,6.300834457
2.470865187,6.292016689
1.273341755,6.799114997
1.752348076,0.515547541
0.92981157,0.548308572
7.988014145,0.579406601
2.686782473,0.587909256
4.992978145,4.84197988
0.073056195,4.829500002
7.40420256,4.621427372
3.467611245,3.649913361
3.591588921,7.010558568
7.285804488,6.319073237
3.740718305,6.721959562
5.905172309,6.367545917
8.131044004,8.532016271
8.446924254,7.547335376
9.574397445,7.530604813
5.474029184,7.504259702
3.126352738,5.326109585
4.632910616,4.704368708
0.673845855,5.606000495
2.91391125,5.518421481
0.506817037,0.950321127
4.272002718,0.890557455
1.129985201,0.869767204
0.659336452,0.864988313
0.718772522,7.970272322
6.472761167,8.485119934
1.526623431,7.679581152
1.879267847,6.835706362
1.231723333,3.360814123
7.784314198,3.012318451
0.206750473,2.971741072
2.384584658,2.736990943
0.464294635,6.094874665
5.78979554,5.940523027
4.668384106,6.152486045
3.548254809,6.010149084
7.940250146,0.045756274
1.927376296,0.042689415
3.849127416,0.043462549
9.275381241,0.043830424
0.768514632,0.285947797
4.243839678,0.270613774
4.827044809,0.269107041
2.504441081,0.319443622
6.344831041,3.984059667
2.236881216,4.198511915
3.541086812,4.470426149
9.420606585,4.534491734
2.609062411,0.409462437
9.820805668,0.382774553
1.70147499,0.373872943
6.489406684,0.35894763
3.842465811,11.55757176
8.456779367,10.11066086
7.565275153,11.35811103
3.528564905,12.18366658
5.891515644,0.185016931
8.484286448,0.174891045
5.201890371,0.171932157
3.254834976,0.16364808
0.171911388,1.17696662
6.891383594,1.276514272
7.342336166,1.128882988
3.654645467,0.983561959
8.087109881,35.45529782
0.972878834,36.56944789
2.044343703,38.33784104
1.039181965,37.14005424
6.864743503,2.403507634
8.825862133,2.374157343
9.052791639,2.535619365
3.991433467,2.402455639
0.724824991,4.055396583
0.067119968,3.898959122
7.594504361,4.121154855
2.892477186,4.383104516
9.138930799,0.147981815
2.924283695,0.139972868
5.423149641,0.150058649
5.796480774,0.1549349
8.501399199,0.101918826
8.715944176,0.105319919
2.593832552,0.108297319
9.47152126,0.110886576
7.586494176,6.724046202
8.577035607,5.64701422
3.210639049,6.638152001
2.837850476,6.262351962
8.929340053,2.471053756
9.672939135,2.401221496
7.286998748,1.912604677
7.625358978,2.296200685
8.113066585,18.48923375
6.824922496,17.1923791
3.738229374,17.48479218
3.585854985,17.02021634
3.074690365,4.434466025
1.010902263,3.912053019
2.223667139,3.693267688
8.663864415,3.914921266
9.686253571,2.11625521
8.966469551,2.114511922
5.719490705,2.146876944
7.447040106,2.179923359
2.112760845,6.6048923
8.562928245,6.525292813
7.610854252,6.811756484
0.433807076,6.416333581
0.489208632,1.497496085
4.356416564,1.636370776
1.07269029,1.76169543
5.184893717,1.971433571
7.153805233,0.406838707
6.185063737,0.508462532
4.171990001,0.496591183
2.25504433,0.591265773
5.910818829,0.570947494
0.649243232,0.564577775
5.818869369,0.534014834
2.602061852,0.572406877
3.193161911,1.039489751
1.00901261,1.072106118
2.147364835,1.103870902
6.515065377,1.252110076
1.535792303,0.989904581
6.228045421,1.026251462
1.349028449,1.090060254
0.731314662,0.919967617
1.322545179,9.506481163
5.677668017,9.545494788
6.146508836,8.957153524
4.083170665,9.257216472
5.583198597,0.048411373
6.515270336,0.045604097
3.523463037,0.049328064
2.866405635,0.050302688
2.022566784,0.164691753
7.48794229,0.184057876
6.091163203,0.192078658
6.295723369,0.212449645
1.806612801,0.569255428
8.866134695,0.600521157
5.834503863,0.646072745
6.950433367,0.691697897
