Timestamp;Card type;Transaction ID;Transaction Details;Credit INR;Debit INR;Previous Balance INR;New Balance INR
04/07/2019 10:08:15;Meal card;116304084971;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;25.00;1237.00;1212.00
03/07/2019 10:17:59;Meal card;1157101574022;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;10.00;1247.00;1237.00
03/07/2019 10:08:54;Meal card;1157151570759;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;30.00;1277.00;1247.00
02/07/2019 15:52:03;Meal card;1157131465473;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;15.00;1292.00;1277.00
02/07/2019 12:56:12;Meal card;1157121438683;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;65.00;1357.00;1292.00
02/07/2019 10:13:35;Meal card;1157121420459;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;10.00;1367.00;1357.00
02/07/2019 10:02:53;Meal card;1157101418827;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1402.00;1367.00
01/07/2019 15:35:57;Meal card;1157121312866;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;10.00;1412.00;1402.00
01/07/2019 15:09:30;Meal card;1157851303674;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;76.00;1488.00;1412.00
01/07/2019 11:11:23;Meal card;1157121272337;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;10.00;1498.00;1488.00
01/07/2019 10:52:25;Meal card;1157151266192;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;28.00;1526.00;1498.00
13/03/2020 12:44:41;Meal card;147324196702;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;98.00;1994.00;1896.00
13/03/2020 10:01:03;Meal card;147321183020;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;25.00;2019.00;1994.00
12/03/2020 13:10:36;Meal card;147329056422;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;65.00;2084.00;2019.00
12/03/2020 10:08:57;Meal card;147325041014;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;25.00;2109.00;2084.00
11/03/2020 13:22:44;Meal card;1464152188053;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;2144.00;2109.00
11/03/2020 12:55:31;Meal card;1464232188377;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;98.00;2242.00;2144.00
09/03/2020 19:22:28;Meal card;1464232007850;CAPGEMINI TECHNOLOGY SERVICES INDIA LTD;2000.00;0.00;242.00;2242.00
06/03/2020 15:48:58;Meal card;1466991418548;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;10.00;252.00;242.00
06/03/2020 15:44:59;Meal card;1464031367293;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;38.00;290.00;252.00
06/03/2020 12:44:35;Meal card;1464241400951;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;70.00;360.00;290.00
06/03/2020 10:08:18;Meal card;1464031329434;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;380.00;360.00
05/03/2020 13:05:59;Meal card;1465011300802;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;65.00;445.00;380.00
05/03/2020 10:11:03;Meal card;1465011283929;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;25.00;470.00;445.00
04/03/2020 17:14:44;Meal card;1466991211615;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;505.00;470.00
04/03/2020 13:01:56;Meal card;1464031123120;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;98.00;603.00;505.00
03/03/2020 13:26:33;Meal card;1466991054268;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;65.00;668.00;603.00
02/03/2020 17:23:55;Meal card;146405967270;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;10.00;678.00;668.00
02/03/2020 17:15:55;Meal card;146403912086;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;713.00;678.00
02/03/2020 13:30:01;Meal card;146433936502;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;65.00;778.00;713.00
02/03/2020 10:13:51;Meal card;146448916724;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;798.00;778.00
28/02/2020 13:12:35;Meal card;146433666833;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;833.00;798.00
28/02/2020 13:02:17;Meal card;146433664305;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;55.00;888.00;833.00
28/02/2020 10:05:47;Meal card;146405646707;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;25.00;913.00;888.00
27/02/2020 15:31:31;Meal card;145497546393;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;38.00;951.00;913.00
27/02/2020 12:51:01;Meal card;145497524867;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;986.00;951.00
27/02/2020 11:24:17;Meal card;145440519366;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;1006.00;986.00
26/02/2020 12:55:42;Meal card;145571407225;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1041.00;1006.00
26/02/2020 12:45:04;Meal card;145340425580;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;65.00;1106.00;1041.00
25/02/2020 13:42:55;Meal card;145337333866;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1141.00;1106.00
25/02/2020 13:17:00;Meal card;145347329408;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;75.00;1216.00;1141.00
25/02/2020 10:06:15;Meal card;145347313011;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1251.00;1216.00
24/02/2020 17:06:44;Meal card;145340254740;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;38.00;1289.00;1251.00
24/02/2020 13:02:54;Meal card;145497225862;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1324.00;1289.00
24/02/2020 12:47:16;Meal card;145479212797;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;84.00;1408.00;1324.00
20/02/2020 17:18:55;Meal card;1446801407865;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;38.00;1446.00;1408.00
20/02/2020 16:06:47;Meal card;1451321399518;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;10.00;1456.00;1446.00
20/02/2020 12:45:17;Meal card;1446801372889;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1491.00;1456.00
20/02/2020 12:44:22;Meal card;1451321372493;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;40.00;1531.00;1491.00
19/02/2020 13:08:42;Meal card;1443101265554;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;70.00;1601.00;1531.00
19/02/2020 09:57:48;Meal card;1449241250880;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1636.00;1601.00
18/02/2020 17:00:15;Meal card;1446391171016;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;40.00;1676.00;1636.00
18/02/2020 12:59:38;Meal card;1449491142494;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;65.00;1741.00;1676.00
18/02/2020 09:49:45;Meal card;1446391124868;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1776.00;1741.00
17/02/2020 15:37:39;Meal card;1446801047420;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;30.00;1806.00;1776.00
17/02/2020 13:06:29;Meal card;1446581029357;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;102.00;1908.00;1806.00
17/02/2020 09:45:13;Meal card;1443601012899;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1943.00;1908.00
14/02/2020 17:36:45;Meal card;144680815043;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;70.00;2013.00;1943.00
14/02/2020 12:54:58;Meal card;144658781853;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;102.00;2115.00;2013.00
14/02/2020 09:55:24;Meal card;144639767368;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;2150.00;2115.00
13/02/2020 13:01:42;Meal card;144639639590;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;76.00;2226.00;2150.00
13/02/2020 09:55:15;Meal card;144658623653;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;2261.00;2226.00
12/02/2020 16:44:33;Meal card;144303525066;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;2296.00;2261.00
12/02/2020 13:08:53;Meal card;144369495657;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;75.00;2371.00;2296.00
12/02/2020 10:08:20;Meal card;144413479394;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;2406.00;2371.00
11/02/2020 17:27:19;Meal card;144306386605;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;40.00;2446.00;2406.00
11/02/2020 12:42:05;Meal card;144309347365;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;76.00;2522.00;2446.00
11/02/2020 10:10:02;Meal card;144303336026;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;2557.00;2522.00
10/02/2020 10:04:42;Meal card;144306204115;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;2592.00;2557.00
07/02/2020 13:52:07;Meal card;144114392667;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;40.00;2632.00;2592.00
07/02/2020 10:05:15;Meal card;144114364266;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;30.00;2662.00;2632.00
06/02/2020 13:19:58;Meal card;1427371728971;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;2697.00;2662.00
06/02/2020 13:05:58;Meal card;143487725235;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;12.00;2709.00;2697.00
06/02/2020 12:55:46;Meal card;143487722645;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;82.00;2791.00;2709.00
05/02/2020 20:41:58;Meal card;1427371610297;CAPGEMINI TECHNOLOGY SERVICES INDIA LTD;2000.00;0.00;791.00;2791.00
05/02/2020 17:22:02;Meal card;143855077886;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;38.00;829.00;791.00
05/02/2020 13:14:17;Meal card;143403634783;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;40.00;869.00;829.00
05/02/2020 13:11:34;Meal card;143403634079;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;904.00;869.00
05/02/2020 09:49:31;Meal card;143403612688;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;924.00;904.00
31/01/2020 17:19:44;Meal card;1430511038321;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;70.00;994.00;924.00
31/01/2020 10:04:58;Meal card;143354987287;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;10.00;1004.00;994.00
31/01/2020 10:04:07;Meal card;143304082978;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;10.00;1014.00;1004.00
31/01/2020 09:59:25;Meal card;143051987848;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;45.00;1059.00;1014.00
30/01/2020 13:15:14;Meal card;142983876502;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1094.00;1059.00
30/01/2020 13:12:16;Meal card;142983875759;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;1114.00;1094.00
30/01/2020 12:54:27;Meal card;142888874005;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;75.00;1189.00;1114.00
30/01/2020 09:50:55;Meal card;142465859197;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;25.00;1214.00;1189.00
28/01/2020 17:11:34;Meal card;142888646852;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;22.00;1236.00;1214.00
28/01/2020 12:58:57;Meal card;142465613076;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1271.00;1236.00
28/01/2020 12:48:38;Meal card;142734609329;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;65.00;1336.00;1271.00
28/01/2020 09:49:43;Meal card;142590595230;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;1356.00;1336.00
27/01/2020 17:27:29;Meal card;142460530644;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;70.00;1426.00;1356.00
27/01/2020 17:18:29;Meal card;142590529105;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;5.00;1431.00;1426.00
27/01/2020 17:13:15;Meal card;142746528031;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1466.00;1431.00
27/01/2020 12:47:37;Meal card;142603495261;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;75.00;1541.00;1466.00
27/01/2020 09:40:57;Meal card;142444482299;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1576.00;1541.00
23/01/2020 13:20:57;Meal card;142467082351;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1611.00;1576.00
23/01/2020 13:17:12;Meal card;142465081634;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1646.00;1611.00
23/01/2020 10:04:15;Meal card;142465061550;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;1666.00;1646.00
22/01/2020 13:21:26;Meal card;1415011620853;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1701.00;1666.00
22/01/2020 13:11:40;Meal card;1415011618120;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;65.00;1766.00;1701.00
22/01/2020 09:52:45;Meal card;1421851692535;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;1786.00;1766.00
21/01/2020 16:56:52;Meal card;1418071586298;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;40.00;1826.00;1786.00
21/01/2020 12:43:56;Meal card;1409461553289;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;65.00;1891.00;1826.00
21/01/2020 09:47:58;Meal card;1409461539992;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;1911.00;1891.00
20/01/2020 16:24:02;Meal card;1416751453543;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1946.00;1911.00
20/01/2020 13:00:36;Meal card;1415011338144;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;75.00;2021.00;1946.00
20/01/2020 09:53:00;Meal card;1415011321737;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;2056.00;2021.00
20/01/2020 09:43:16;Meal card;1416751408781;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;2076.00;2056.00
16/01/2020 16:40:17;Meal card;1409461040836;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;2111.00;2076.00
16/01/2020 13:02:28;Meal card;141501918858;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;75.00;2186.00;2111.00
16/01/2020 09:41:20;Meal card;140950992394;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;30.00;2216.00;2186.00
15/01/2020 12:57:55;Meal card;140950874739;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;75.00;2291.00;2216.00
15/01/2020 10:00:39;Meal card;141518860820;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;2326.00;2291.00
15/01/2020 09:51:30;Meal card;141501772977;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;2346.00;2326.00
14/01/2020 13:07:47;Meal card;141372731164;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;50.00;2396.00;2346.00
14/01/2020 10:02:26;Meal card;141360048877;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;2416.00;2396.00
10/01/2020 17:39:13;Meal card;141087214786;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;70.00;2486.00;2416.00
10/01/2020 12:58:46;Meal card;141032258281;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;94.00;2580.00;2486.00
10/01/2020 09:48:58;Meal card;141020241344;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;2600.00;2580.00
09/01/2020 13:12:44;Meal card;141088012402;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;55.00;2655.00;2600.00
09/01/2020 10:17:14;Meal card;140953068397;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;2675.00;2655.00
08/01/2020 17:33:18;Meal card;140859020274;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;2710.00;2675.00
08/01/2020 17:23:27;Meal card;140429798593;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;2745.00;2710.00
08/01/2020 12:52:22;Meal card;140819745485;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;65.00;2810.00;2745.00
08/01/2020 10:21:37;Meal card;140819727586;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;2830.00;2810.00
07/01/2020 13:02:10;Meal card;140428570844;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;75.00;2905.00;2830.00
07/01/2020 11:19:42;Meal card;140660053609;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;2940.00;2905.00
06/01/2020 12:59:54;Meal card;140426414785;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;75.00;3015.00;2940.00
06/01/2020 10:45:53;Meal card;140518240987;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;3035.00;3015.00
05/01/2020 07:26:51;Meal card;140430304306;CAPGEMINI TECHNOLOGY SERVICES INDIA LTD;2000.00;0.00;1035.00;3035.00
03/01/2020 15:46:25;Meal card;140429096532;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;60.00;1095.00;1035.00
03/01/2020 15:31:17;Meal card;140429094808;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;30.00;1125.00;1095.00
03/01/2020 13:09:46;Meal card;140426070858;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;55.00;1180.00;1125.00
03/01/2020 10:36:58;Meal card;140429051772;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;20.00;1200.00;1180.00
02/01/2020 16:55:24;Meal card;140401001937;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;30.00;1230.00;1200.00
02/01/2020 13:22:31;Meal card;140268398080;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;35.00;1265.00;1230.00
02/01/2020 13:00:00;Meal card;140365900389;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;75.00;1340.00;1265.00
02/01/2020 10:39:02;Meal card;140250889249;SODEXO FOOD SOLUTIONS (I) PVT LTD;0.00;25.00;1365.00;1340.00
01/01/2020 15:39:48;Meal card;140328086946;DOMINO'S PIZZA;0.00;569.00;1934.00;1365.00
